zip,median_home_value,median_rent,owner_occ_pct,median_hh_income,crime_per_1k,commute_minutes,commute_miles
78245,255688.54868692684,1445.4205603377377,0.7225369581978479,83005.0,67.75897380618734,43.14107998408038,17.975449993366826
78130,303197.76127168623,1588.3417211328976,0.6462319630511489,82896.0,0.010955902492467817,66.7313743017329,27.80473929238871
78254,303250.11844143044,1729.697192982456,0.8223328652283076,108322.0,33.56943271167717,42.8422582250604,17.8509409271085
78249,294161.98629388923,1312.305825370502,0.5040769298945316,78836.0,139.95622768187727,30.738285304798637,12.807618876999435
78253,321888.16580346815,1583.245775603713,0.7820899883132061,104951.0,23.58201929865851,49.891802069536816,20.78825086230701
78251,257897.1966031942,1220.5430075308122,0.5180163617979594,74572.0,148.3146429492137,33.808238249639686,14.08676593734987
78250,237592.18339600568,1424.5,0.7328166428717112,80403.0,76.4545546320288,33.136974772363125,13.80707282181797
78228,166675.86303626117,1688.8666666666668,0.5792931350580567,46736.0,199.48576226124675,18.555157191134892,7.731315496306207
78240,258512.31570079704,1158.1810422602089,0.343028680378078,61241.0,126.659945769311,26.296672677944077,10.956946949143367
78247,272636.7274694113,1384.603313840156,0.7536606373815676,84283.0,102.28912764592687,21.022721862725707,8.759467442802379
78207,106534.13702153054,1096.9956709956707,0.4369258480936656,28500.0,377.2211517876258,13.101067124546878,5.4587779685612
78223,183175.58806236857,1228.4949494949494,0.5621399589240094,45687.0,241.9228883279153,25.453122952915912,10.605467897048298
78258,492024.2306627624,1471.673861283644,0.5925368319174105,110635.0,86.36025153069669,30.591253435594172,12.74635559816424
78201,171508.22938353944,1281.2063492063492,0.47818385782606126,40356.0,245.66199977951715,12.453445235418508,5.188935514757712
78227,161489.24512891367,1249.1,0.5639705882352941,45396.0,279.0156520975567,30.073540910637114,12.530642046098798
78230,343539.2460968884,1088.440661764706,0.48951232302045095,69171.0,195.2721353245099,21.92256281594918,9.13440117331216
78233,227197.7063567924,1311.6427260593928,0.6034959619426927,68157.0,148.64750275587213,20.037285165844185,8.348868819101744
78213,199425.10937112165,1046.4325863678805,0.46686401256569804,51118.0,143.0968077313863,15.36577880081267,6.402407833671946
78221,173724.91386547158,1449.0,0.6785686861706212,57209.0,209.1279300754867,29.432716369363433,12.263631820568099
78216,279863.7082891456,1214.1375789279016,0.3373691770982967,54394.0,279.171287666061,14.876281201438257,6.198450500599274
78154,304136.4397213369,1467.2145299145302,0.7069272976680384,95422.0,5.698778833107191,29.81352659672691,12.422302748636213
78109,244062.7076828015,1686.3291887125222,0.7526700393479483,81152.0,24.98714457120003,22.095258245053508,9.206357602105628
78209,457288.4986196824,1549.9474107591752,0.482897898665576,79914.0,122.93905150055576,5.7436544743789435,2.39318936432456
78244,212064.3014572801,1529.9212454212454,0.7048786548496645,64968.0,50.44985372854225,13.838541158610287,5.76605881608762
78237,121352.06895681396,1227.3333333333333,0.6196195389327744,38447.0,275.95344487166165,18.94955957703713,7.895649823765472
78218,192164.76144622025,1273.9352629940863,0.47655529545293324,52151.0,295.78147729109423,8.871472226529026,3.696446761053761
78232,370200.70930698235,1203.5216948621553,0.5707941137478457,85029.0,126.32364732229256,22.292202305384652,9.288417627243605
78260,509906.9592289052,1648.774603174603,0.8851203501094091,136602.0,14.511286556210385,40.58343627738018,16.909765115575077
78210,157959.6757857164,1285.587912087912,0.5808567159222978,50169.0,259.47984317481223,10.442701814024433,4.351125755843514
78023,426256.8216918817,1945.2777777777776,0.8930330015715034,129145.0,24.3660223443873,52.03796711599917,21.682486298332993
78229,187734.7338747116,1090.235708923209,0.14659557516700375,44574.0,318.55524910509945,20.338561876992618,8.474400782080258
78217,221331.7190756408,1061.4382436735375,0.4442250740375123,53795.0,219.79970141826325,14.37660611941061,5.990252549754421
78242,151763.2976398544,1509.1666666666667,0.517963224893918,45589.0,152.01626194923634,29.453725333330475,12.272385555554365
78239,213815.89377850597,1445.722222222222,0.7254705646776132,71721.0,24.80152220982875,15.400039637142285,6.416683182142618
78211,126855.08641459903,1268.75,0.6499026938441053,50183.0,216.33315305570576,25.115186413025064,10.46466100542711
78238,217712.80859080143,1068.450980392157,0.4753989361702128,54287.0,249.3050193050193,25.475212092448217,10.614671705186757
78212,275132.7826745261,1392.5949898353992,0.4589265187019188,58029.0,319.3861246330497,7.149481723110719,2.978950717962799
78222,210774.22568767815,1650.0,0.6926037282020445,66836.0,192.14992359044479,17.048704756023255,7.103626981676357
78259,393582.7368823776,1413.4012820512824,0.6544699748986291,98399.0,61.99186991869919,28.19563691386671,11.748182047444464
78261,433132.5814055333,1621.926948051948,0.7991529201961658,127813.0,1.0493995102802285,39.55335323264804,16.480563846936686
